Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
PE,pulmonary embolism,肺栓塞,https://en.wikipedia.org/wiki/Pulmonary_embolism,,
PEA,pulseless electrical activity,无脉冲电活动,https://en.wikipedia.org/wiki/Pulseless_electrical_activity,,
PED,Persistent Epithelial Defect,持续性上皮缺损,https://en.wikipedia.org/wiki/PED,,
PED,paroxysmal exercise-induced dyskinesia,阵发性运动诱发的运动障碍,https://en.wikipedia.org/wiki/PED,,
PED,pigment epithelial detachment,色素上皮脱离,https://en.wikipedia.org/wiki/PED,,
PEEK,polyaryletherketone,聚芳醚酮,https://en.wikipedia.org/wiki/Polyaryletherketone,,
PEEP,positive end expiratory pressure,呼气末正压,https://en.wikipedia.org/wiki/Positive_end-expiratory_pressure,,
PEF,peak expiratory flow,呼气峰流量,https://en.wikipedia.org/wiki/Peak_expiratory_flow,,
PEFR,peak expiratory flow rate,呼气峰值流速,https://en.wikipedia.org/wiki/Peak_expiratory_flow,,
PEG,percutaneous endoscopic gastrostomy,经皮内镜胃造口术,https://en.wikipedia.org/wiki/Percutaneous_endoscopic_gastrostomy,,
PEG,polyethylene-glycol,聚乙二醇,https://en.wikipedia.org/wiki/PEG,,
PEMS,Poult Enteritis and Mortality Syndrome,家禽肠炎和死亡率综合症,https://en.wikipedia.org/wiki/Portable_emissions_measurement_system,,
PEP,positive expiratory pressure,呼气正压,https://en.wikipedia.org/wiki/Positive_airway_pressure,,
PERRL,pupils equal round and reactive to light,瞳孔相等且对光有反应,,,
PERRLA,"pupils equal, round, and reactive to light and accommodation",瞳孔均等，圆整并且对光线和适应性有反应,https://en.wikipedia.org/wiki/List_of_medical_abbreviations:_P,,
PERS,personal emergency response system,个人应急系统,https://en.wikipedia.org/wiki/PERS,,
PET,positron emission tomography,正电子发射断层扫描,https://en.wikipedia.org/wiki/Positron_emission_tomography,,
PEth,phosphatidylethanol,磷脂酰乙醇,https://en.wikipedia.org/wiki/Phosphatidylethanol,,
PF,peak flow,峰值流量,https://en.wikipedia.org/wiki/Peak_expiratory_flow,,
PFD,pediatric feeding disorder,小儿进食障碍,https://en.wikipedia.org/wiki/PFD,,
PFG,patient focus group,患者焦点小组,https://en.wikipedia.org/wiki/PFG,,
PFH,plasma-free hemoglobin,无血浆血红蛋白,,,
PFO,patent foramen ovale,卵圆孔,https://en.wikipedia.org/wiki/Atrial_septal_defect#Patent_foramen_ovale,,
PFPT,pelvic floor physical therapy,骨盆底物理疗法,,,
PFS,progression-free survival,无进展生存,https://en.wikipedia.org/wiki/Progression-free_survival,,
PFT,pulmonary function test,肺功能检查,https://en.wikipedia.org/wiki/Pulmonary_function_testing,,
PFU,plaque-forming unit,菌斑形成单位,https://en.wikipedia.org/wiki/Plaque-forming_unit,,
PGCG,peripheral giant cell granuloma,周围巨细胞肉芽肿,https://en.wikipedia.org/wiki/Peripheral_giant-cell_granuloma,,
PGD,preimplantation genetic diagnosis,植入前遗传学诊断,https://en.wikipedia.org/wiki/Preimplantation_genetic_diagnosis,,
PGS,preimplantation genetic screening,植入前基因筛查,https://en.wikipedia.org/wiki/Preimplantation_genetic_diagnosis,,
PGT,Preimplantation Genetic Testing,植入前基因检测,https://en.wikipedia.org/wiki/PGT,,
PGT-A,Preimplantation Genetic Testing for Aneuploidy,非整倍体的植入前基因检测,,,
PGT-M,preimplantation genetic testing for monogenic disorder,单基因疾病的植入前基因检测,,,
PHEIC,Public Health Emergency of International Concern,国际关注的突发公共卫生事件,https://en.wikipedia.org/wiki/Public_Health_Emergency_of_International_Concern,,
PHI,Prostate Health Index,前列腺健康指数,,,
PHMM,posterior horn of the medial meniscus,半月板内侧后角,,,
PHP,partial hospitalization program,部分住院计划,https://en.wikipedia.org/wiki/Partial_hospitalization,,
PHQ,patient health questionnaire,患者健康调查表,https://en.wikipedia.org/wiki/Patient_Health_Questionnaire,,
PHV,percutaneously implanted heart valve,经皮植入心脏瓣膜,https://en.wikipedia.org/wiki/PHV,,
PI,pneumatosis intestinalis,肠气肿,https://en.wikipedia.org/wiki/Pneumatosis_intestinalis,,
PICC,peripherally inserted central catheter,周围插入中央导管,https://en.wikipedia.org/wiki/Peripherally_inserted_central_catheter,,
PICO,"population, intervention, comparator, and outcomes",人群，干预措施，比较者和结果,https://en.wikipedia.org/wiki/PICO,,
PICU,pediatric intensive care unit,儿科重症监护室,https://en.wikipedia.org/wiki/Pediatric_intensive_care_unit,,
PID,pelvic inflammatory disease,盆腔炎,https://en.wikipedia.org/wiki/Pelvic_inflammatory_disease,,
PID,primary immunodeficiency,原发性免疫缺陷,https://en.wikipedia.org/wiki/Primary_immunodeficiency,,
PIDD,primary immunodeficiency disease,原发性免疫缺陷疾病,https://en.wikipedia.org/wiki/Primary_immunodeficiency,,
PIP,penile improvement protocol,阴茎改善协议,https://en.wikipedia.org/wiki/Pip,,
PIVENS,Pioglitazone versus Vitamin E versus Placebo for the Treatment of Non-diabetic patients with Nonalcoholic steatohepatitis,吡格列酮vs维生素E vs安慰剂治疗非糖尿病性非酒精性脂肪性肝炎患者,,,
PK,pharmacokinetic,药代动力学,https://en.wikipedia.org/wiki/Pharmacokinetics,,
PKD,paroxysmal kinesigenic dyskinesia,阵发性运动性运动障碍,https://en.wikipedia.org/wiki/Paroxysmal_kinesigenic_choreoathetosis,,
PKD,polycystic kidney disease,多囊肾,https://en.wikipedia.org/wiki/Polycystic_kidney_disease,,
PKP,penetrating keratoplasty,穿透性角膜移植术,https://en.wikipedia.org/wiki/Corneal_transplantation,,
PKR,Partial Knee Replacement,局部膝关节置换,https://en.wikipedia.org/wiki/Unicompartmental_knee_arthroplasty,,
PKU,phenylketonuria,苯丙酮尿症,https://en.wikipedia.org/wiki/Phenylketonuria,,
PLEX,plasma exchange,血浆交换,https://en.wikipedia.org/wiki/Plasmapheresis,,
PLIF,Posterior Lumbar Interbody Fusion,后路腰椎椎体间融合术,https://en.wikipedia.org/wiki/PLIF,,
PLN,phospholamban,磷酰胺,https://en.wikipedia.org/wiki/Phospholamban,,
PLP,pyridoxal phosphate,磷酸吡ido醛,https://en.wikipedia.org/wiki/Pyridoxal_phosphate,,
PLS-5,"Preschool Language Scale, Fifth edition",学龄前语言量表，第五版,,,
PLT,platelets,血小板,https://en.wikipedia.org/wiki/Platelet,,
PMA,pilomyxoid astrocytoma,绒毛状星形细胞瘤,https://en.wikipedia.org/wiki/PMA,,
PMAT,plasma membrane monoamine transporter,质膜单胺转运蛋白,https://en.wikipedia.org/wiki/Plasma_membrane_monoamine_transporter,,
PMC,polymer-matrix composites,聚合物基复合材料,https://en.wikipedia.org/wiki/PMC,,
PMDB,Prescription Monitoring Database,处方监控数据库,https://en.wikipedia.org/wiki/Brazilian_Democratic_Movement,,
PMH,past medical history,既往病史,https://en.wikipedia.org/wiki/Past_medical_history,,
PMI,point of maximum impulse (of the heart),最大冲动点（心脏）,https://en.wikipedia.org/wiki/PMI,,
PMN,Polymorphonuclear Leukocyte,多形核白细胞,https://en.wikipedia.org/wiki/PMN,,
PMO,phosphorodiamidate morpholino oligomer,二氨基磷酰胺吗啉代低聚物,https://en.wikipedia.org/wiki/Morpholino,,
PMP,pyridoxamine phosphate,磷酸吡ido胺,https://en.wikipedia.org/wiki/Pyridoxamine,,
PNA,pneumonia,肺炎,https://en.wikipedia.org/wiki/Pneumonia,,
PND,postnasal drainage,鼻后引流,https://en.wikipedia.org/wiki/PND,,
PNET,primitive neuroectodermal tumor,原始神经外胚层肿瘤,https://en.wikipedia.org/wiki/Primitive_neuroectodermal_tumor,,
PNH,Paroxysmal Nocturnal Hemoglobinuria,阵发性夜间血红蛋白尿,https://en.wikipedia.org/wiki/PNH,,
PNKD,paroxysmal non-kinesigenic dyskinesia,阵发性非运动反应性运动障碍,https://en.wikipedia.org/wiki/PNKD,,
PO,by mouth/oral,通过口/口,https://en.wikipedia.org/wiki/Po,,
PO2,partial pressure of oxygen,氧气分压,https://en.wikipedia.org/wiki/Blood_gas_tension,,
POAG,primary open-angle glaucoma,原发性开角型青光眼,,,
POD,postoperative day,术后一天,https://en.wikipedia.org/wiki/POD,,
POEM,Per-Oral Endoscopic Myotomy ,经口内镜下肌切开术,,,
POV,Power-Operated Vehicle,电动车,https://en.wikipedia.org/wiki/POV,,
PPD,purified protein derivative,纯化蛋白衍生物,https://en.wikipedia.org/wiki/Tuberculin,,
PPE,personal protective equipment,个人保护设备,https://en.wikipedia.org/wiki/Personal_protective_equipment,,
PPH,Procedure for Prolapsed Hemorrhoids,痔疮脱垂的程序,https://en.wikipedia.org/wiki/PPH,,
PPI,protein-protein interaction,蛋白质相互作用,https://en.wikipedia.org/wiki/Protein%E2%80%93protein_interaction,,
PPI,proton pump inhibitor,质子泵抑制剂,https://en.wikipedia.org/wiki/Proton-pump_inhibitor,,
PPM,permanent pacemaker,永久性起搏器,https://en.wikipedia.org/wiki/Artificial_cardiac_pacemaker,,
PPROM,preterm premature rupture of membranes,胎膜早破,https://en.wikipedia.org/wiki/Prelabor_rupture_of_membranes,,
PPS,posterior probability of superiority,优势的后验概率,https://en.wikipedia.org/wiki/PPS,,
PPV,positive predictive value,阳性预测值,https://en.wikipedia.org/wiki/Positive_and_negative_predictive_values,,
PR,platelet reactivity,血小板反应性,https://en.wikipedia.org/wiki/PR,,
PR,progesterone receptor,孕激素受体,https://en.wikipedia.org/wiki/Progesterone_receptor,,
PRBC,packed red blood cells,堆积的红细胞,https://en.wikipedia.org/wiki/Packed_red_blood_cells,,
PRCoV,porcine respiratory coronavirus,猪呼吸道冠状病毒,,,
PRI,Patient Review Instrument,病人检查仪器,https://en.wikipedia.org/wiki/PRI,,
PRISMA,Preferred Reporting Items for Systematic Reviews and Meta-Analyses,系统评价和荟萃分析的首选报告项目,https://en.wikipedia.org/wiki/Preferred_Reporting_Items_for_Systematic_Reviews_and_Meta-Analyses,,
PRK,photorefractive keratectomy,屈光性角膜切除术,https://en.wikipedia.org/wiki/Photorefractive_keratectomy,,
PRN,as needed,如所须,https://en.wikipedia.org/wiki/PRN,,
PROM,premature rupture of membranes,胎膜早破,https://en.wikipedia.org/wiki/Prelabor_rupture_of_membranes,,
PRRT2,Proline Rich Transmembrane Protein 2,脯氨酸丰富的跨膜蛋白2,https://en.wikipedia.org/wiki/PRRT2,,
PRV,planning at-risk volume,计划风险量,https://en.wikipedia.org/wiki/PRV,,
PS,Parkinsonian syndromes,帕金森综合症,https://en.wikipedia.org/wiki/PS,,
PS,pressure support,压力支持,https://en.wikipedia.org/wiki/Pressure_support_ventilation,,
PSA,prostate specific antigen,前列腺特异性抗原,https://en.wikipedia.org/wiki/Prostate-specific_antigen,,
PSARP,posterior sagittal anorectoplasty,后矢状肛门直肠成形术,,,
PSC,primary sclerosing cholangitis,原发性硬化性胆管炎,https://en.wikipedia.org/wiki/Primary_sclerosing_cholangitis,,
PSG,polysomnogram,多导睡眠图,https://en.wikipedia.org/wiki/Polysomnography,,
PSH,past surgical history,既往手术史,https://en.wikipedia.org/wiki/Medical_history#Process,,
PSI,pneumonia severity index,肺炎严重程度指数,https://en.wikipedia.org/wiki/Pneumonia_severity_index,,
PSM,positive surgical margins,手术切缘阳性,https://en.wikipedia.org/wiki/PSM,,
PSP,progressive supranuclear palsy,进行性核上性麻痹,https://en.wikipedia.org/wiki/Progressive_supranuclear_palsy,,
PSPT,passive scattering proton therapy,被动散射质子治疗,,,
PSV,pressure support ventilation,压力支持通气,https://en.wikipedia.org/wiki/Pressure_support_ventilation,,
PSW,penoscrotal webbing,阴囊织带,https://en.wikipedia.org/wiki/PSW,,
PT,physical therapy,物理疗法,https://en.wikipedia.org/wiki/Physical_therapy,,
PT,prothrombin time,凝血酶原时间,https://en.wikipedia.org/wiki/Prothrombin_time,,
PTA,Percutaneous Transluminal Angioplasty,经皮腔内血管成形术,https://en.wikipedia.org/wiki/Angioplasty,,
PTA,peritonsillar abscess,扁桃体周脓肿,https://en.wikipedia.org/wiki/Peritonsillar_abscess,,
PTA,prior to admission,入学前,https://en.wikipedia.org/wiki/PTA,,
PTA,pure-tone average,纯音平均,https://en.wikipedia.org/wiki/PTA,,
PTCA,Percutaneous Transluminal Coronary Angioplasty,经皮腔内冠状动脉成形术,https://en.wikipedia.org/wiki/Percutaneous_coronary_intervention,,
PTE,pulmonary thromboembolism,肺血栓栓塞,https://en.wikipedia.org/wiki/PTE,,
PTEN,phosphatase and tensin homolog,磷酸酶和张力蛋白同源物,https://en.wikipedia.org/wiki/PTEN_(gene),,
PTFE,polytetrafluoroethylene,聚四氟乙烯,https://en.wikipedia.org/wiki/Polytetrafluoroethylene,,
PTH,parathyroid hormone,甲状旁腺激素,https://en.wikipedia.org/wiki/Parathyroid_hormone,,
PTHrP,parathyroid hormone-related protein,甲状旁腺激素相关蛋白,https://en.wikipedia.org/wiki/Parathyroid_hormone-related_protein,,
PTK,phototherapeutic keratectomy,光治疗性角膜切除术,https://en.wikipedia.org/wiki/Phototherapeutic_keratectomy,,
PTP,protein tyrosine phosphatase,蛋白酪氨酸磷酸酶,https://en.wikipedia.org/wiki/Protein_tyrosine_phosphatase,,
PTS,Parsonage-Turner syndrome,帕森纳-特纳综合征,https://en.wikipedia.org/wiki/Parsonage%E2%80%93Turner_syndrome,,
PTSD,post traumatic stress disorder,创伤后应激障碍,https://en.wikipedia.org/wiki/Post-traumatic_stress_disorder,,
PTT,partial thromboplastin time,凝血活酶时间,https://en.wikipedia.org/wiki/Partial_thromboplastin_time,,
PTV,planning target volume,规划目标量,https://en.wikipedia.org/wiki/PTV,,
PUD,peptic ulcer disease,消化性溃疡病,https://en.wikipedia.org/wiki/Peptic_ulcer_disease,,
PUP,previously untreated patient,先前未接受治疗的患者,https://en.wikipedia.org/wiki/PUP,,
PUVA,psoralen and ultraviolet A,补骨脂素和紫外线A,https://en.wikipedia.org/wiki/PUVA_therapy,,
PV,pressure-volume,压力体积,https://en.wikipedia.org/wiki/PV,,
PV,pulmonary vein,肺静脉,https://en.wikipedia.org/wiki/Pulmonary_vein,,
PVC,premature ventricular contraction,室性早搏,https://en.wikipedia.org/wiki/Premature_ventricular_contraction,,
PVD,peripheral vascular disease,周边血管疾病,https://en.wikipedia.org/wiki/Peripheral_artery_disease,,
PVI,pulmonary vein isolation,肺静脉隔离,https://en.wikipedia.org/wiki/PVI,,
PVL,Periventricular Leukomalacia,脑室周围白细胞减少症,https://en.wikipedia.org/wiki/PVL,,
PVP-I,povidone-iodine,聚维酮碘,https://en.wikipedia.org/wiki/Povidone-iodine,,
PVR,postvoid residual urine volume,术后无残留尿量,https://en.wikipedia.org/wiki/PVR,,
PVR,pulse volume recording,脉冲量记录,https://en.wikipedia.org/wiki/PVR,,
PVS,pulmonary vein stenosis,肺静脉狭窄,https://en.wikipedia.org/wiki/Pulmonary_vein_stenosis,,
PW,posterior wall,后壁,https://en.wikipedia.org/wiki/Posterior_wall,,
PWC,Power Wheelchair,电动轮椅,https://en.wikipedia.org/wiki/PWC,,
PWS,Prader-Willi syndrome,普拉德-威利综合征,https://en.wikipedia.org/wiki/Prader%E2%80%93Willi_syndrome,,
Pi,inorganic phosphate,无机磷酸盐,https://en.wikipedia.org/wiki/Phosphate#Biochemistry_of_phosphates,,
PiB-PET,Pittsburgh compound B-positron emission tomography ,匹兹堡复合B正电子发射断层扫描,,,
PpIX,protoporphyrin IX,原卟啉IX,https://en.wikipedia.org/wiki/Protoporphyrin_IX,,
PsA,psoriatic arthritis,银屑病关节炎,https://en.wikipedia.org/wiki/Psoriatic_arthritis,,
Pt,patient,患者,https://en.wikipedia.org/wiki/Patient,,
pBNP,NT-Pro B-Type Natriuretic Peptide,NT-Pro B型利钠肽,,,
pCO2,partial pressure of carbon dioxide,二氧化碳分压,https://en.wikipedia.org/wiki/PCO2,,
pJIA,polyarticular Juvenile Idiopathic Arthritis,多关节青少年特发性关节炎,,,
pPCI,primary percutaneous coronary intervention,一次经皮冠状动脉介入治疗,https://en.wikipedia.org/wiki/Percutaneous_coronary_intervention,,
