Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
REMS,risk evaluation and mitigation strategy,风险评估和缓解策略,https://en.wikipedia.org/wiki/Risk_Evaluation_and_Mitigation_Strategies,,
RERA,respiratory-effort related arousal,呼吸努力相关唤醒,,,
RETU,Rapid Evaluation and Treatment Unit,快速评估和治疗单位,,,
RF,risk factor,风险因子,https://en.wikipedia.org/wiki/Risk_factor,,
RFA,radiofrequency ablation,射频烧灼术,https://en.wikipedia.org/wiki/Radiofrequency_ablation,,
RFA,right femoral artery,右股动脉,,,
RFFP,radial forearm flap phalloplasty,骨前臂皮瓣阴茎成形术,,,
RFP,red fluorescent protein,红色荧光蛋白,https://en.wikipedia.org/wiki/Red_fluorescent_protein,,
RFS,Reflux Finding Score,反流发现分数,,,
RFS,recurrence-free survival,无复发生存,,,
RFT,renal function test,肾功能,https://en.wikipedia.org/wiki/Assessment_of_kidney_function,,
RFVTA,radiofrequency volumetric thermal ablation,射频体积热消融,,,
RIC,radiation-induced change,辐射诱发的变化,,,
RIMA,right internal mammary artery,右乳内动脉,,,
RIPC,remote ischaemic preconditioning,远程缺血预处理,,,
RIS,reflux injury score,反流损伤评分,,,
RITLS,Rossetti Infant-Toddler Language Scale,罗塞蒂婴幼儿语言量表,,,
RLE,right lower extremity,右下肢,,,
RLF,Retrolental Fibroplasia,迟发性纤维化,,,
RLL,right lower lobe,右下叶,,,
RLQ,right lower quadrant,右下象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
RML,right middle lobe,右中叶,,,
RMS,relapsing multiple sclerosis,多发性硬化症,https://en.wikipedia.org/wiki/Multiple_sclerosis,,
RNA,ribonucleic acid,核糖核酸,https://en.wikipedia.org/wiki/RNA,,
RNFL,retinal nerve fiber layer,神经纤维层,https://en.wikipedia.org/wiki/Retinal_nerve_fiber_layer,,
RNP,ribonucleoprotein,核蛋白,https://en.wikipedia.org/wiki/Nucleoprotein#Ribonucleoproteins,,
ROC,receiver operating characteristic,ROC曲线,https://en.wikipedia.org/wiki/Receiver_operating_characteristic,,
ROM,range of motion,活动范围,https://en.wikipedia.org/wiki/Range_of_motion,,
ROM,rupture of membranes,羊膜囊破裂,https://en.wikipedia.org/wiki/Rupture_of_membranes,,
ROS,review of systems,系统审查,https://en.wikipedia.org/wiki/Review_of_systems,,
ROSAH,"retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis and migraine headache",视网膜营养不良，视神经水肿，脾肿大，多汗症和偏头痛,,,
ROSC,return of spontaneous circulation,自主循环再现,https://en.wikipedia.org/wiki/Return_of_spontaneous_circulation,,
RP,radiation pneumonitis,放射性肺炎,https://en.wikipedia.org/wiki/Radiation-induced_lung_injury,,
RP,retinitis pigmentosa ,视网膜色素变性,https://en.wikipedia.org/wiki/Retinitis_pigmentosa,,
RP PCR,respiratory polymerase chain reaction,呼吸道聚合酶链反应,,,
RPE,retinal pigment epithelium,视网膜色素上皮,https://en.wikipedia.org/wiki/Retinal_pigment_epithelium,,
RPG,Retrograde Pyelogram,逆行肾盂造影,https://en.wikipedia.org/wiki/Retrograde_pyelogram,,
RPL,recurrent pregnancy loss,反复流产,https://en.wikipedia.org/wiki/Recurrent_miscarriage,,
RPLV,right posterolateral ventricular branch,右后外侧心室分支,,,
RPP,Respiratory Pathogen Panel,呼吸道病原体,,,
RPR,rapid plasma regain,快速血浆恢复,,,
RPT,Rifapentine,利福喷丁,https://en.wikipedia.org/wiki/Rifapentine,,
RR,relative risk,相对风险,https://en.wikipedia.org/wiki/Relative_risk,,
RR,respiratory rate,呼吸频率,https://en.wikipedia.org/wiki/Respiratory_rate,,
RRR,regular rate and rhythm,规律的节奏和节奏,,,
RRT,renal replacement therapy,肾脏替代疗法,https://en.wikipedia.org/wiki/Renal_replacement_therapy,,
RSD,reflex sympathetic dystrophy,反射性交感神经营养不良,https://en.wikipedia.org/wiki/Complex_regional_pain_syndrome,,
RST,renal support therapy,肾支持疗法,,,
RSV,respiratory syncytial virus,人类呼吸道合胞病毒,https://en.wikipedia.org/wiki/Respiratory_syncytial_virus,,
RT,radiation therapy,放射治疗,https://en.wikipedia.org/wiki/Radiation_therapy,,
RT,respiration therapy,呼吸疗法,,,
RT-PCR,reverse transcription polymerase chain reaction,逆转录聚合酶链式反应,https://en.wikipedia.org/wiki/Reverse_transcription_polymerase_chain_reaction,,
RTA,renal tubular acidosis,肾小管性酸中毒,https://en.wikipedia.org/wiki/Renal_tubular_acidosis,,
RTC,replicase-transcriptase complex,复制酶-转录酶复合体,,,
RTK,receptor tyrosine kinase,受体酪氨酸激酶,https://en.wikipedia.org/wiki/Receptor_tyrosine_kinase,,
RTOG,Radiation Therapy Oncology Group,放射治疗肿瘤学小组,https://en.wikipedia.org/wiki/Radiation_Therapy_Oncology_Group,,
RUE,right upper extremity,右上肢,,,
RUL,right upper lobe,右上叶,,,
RUQ,right upper quadrant,右上象限,https://en.wikipedia.org/wiki/Quadrants_and_regions_of_abdomen,,
RV,right ventricle,心室,https://en.wikipedia.org/wiki/Ventricle_(heart),,
RVFWS,RV free wall longitudinal systolic strain,右室游离壁纵向收缩应变,,,
RVP,respiratory viral panel,呼吸系统病毒,,,
RVR,rapid ventricular response,快速心室反应,,,
RW,rolling walker,滚动助行器,https://en.wikipedia.org/wiki/Walker_(mobility),,
RYR2,ryanodine receptor-2,ryanodine receptor-2,,,
RasGEF,Ras guanine nucleotide exchange factor,Ras鸟嘌呤核苷酸交换因子,,,
RdRp,RNA-dependent RNA polymerase,RNA复制酶,https://en.wikipedia.org/wiki/RNA-dependent_RNA_polymerase,,
Rh,rhesus factor,Rh血型系统,https://en.wikipedia.org/wiki/Rh_blood_group_system,,
rAAA,Ruptured Abdominal Aortic Aneurysm,破裂性腹主动脉瘤,,,
rRT-PCR,real-time reverse transcriptase polymerase chain reaction,实时逆转录聚合酶链反应,,,
rTMS,repetitive transcranial magnetic stimulation,重复经颅磁刺激,https://en.wikipedia.org/wiki/Transcranial_magnetic_stimulation,,
rUTI,recurrent urinary tract infection,反复尿路感染,,,
rhGH,recombinant human growth hormone,生长激素,https://en.wikipedia.org/wiki/Growth_hormone,,
