Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
NRB,non-rebreather mask,非循环呼吸面罩,https://en.wikipedia.org/wiki/Non-rebreather_mask,,
NRI,net reclassification improvement,净重分类改进,https://en.wikipedia.org/wiki/Net_reclassification_improvement,,
NS,Noonan Syndrome,努南综合症,https://en.wikipedia.org/wiki/Noonan_syndrome,,
NS,normal saline,生理盐水,https://en.wikipedia.org/wiki/Saline_(medicine),,
NSAA,nonsteroidal antiandrogen,非甾体类抗雄激素,https://en.wikipedia.org/wiki/Nonsteroidal_antiandrogen,,
NSAID,nonsteroidal antiinflammatory drug(s),非甾体类抗炎药,https://en.wikipedia.org/wiki/Nonsteroidal_anti-inflammatory_drug,,
NSCLC,non-small cell lung cancer,非小细胞肺癌,https://en.wikipedia.org/wiki/Non-small-cell_lung_carcinoma,,
NSML,Noonan syndrome with multiple lentigines,Noonan综合征伴多发性肺炎,https://en.wikipedia.org/wiki/Noonan_syndrome_with_multiple_lentigines,,
NSQIP,National Surgical Quality Improvement Program,国家手术质量改善计划,https://en.wikipedia.org/wiki/National_Surgical_Quality_Improvement_Program,,
NSR,normal sinus rhythm,正常窦性心律,https://en.wikipedia.org/wiki/Sinus_rhythm,,
NST,Non-Stress Test,非压力测试,https://en.wikipedia.org/wiki/Cardiotocography,,
NSTEMI,non-ST elevation myocardial infarction,非ST段抬高型心肌梗死,https://en.wikipedia.org/wiki/Myocardial_infarction#NSTEMI,,
NSVT,non-sustained ventricular tachycardia,非持续性室性心动过速,https://en.wikipedia.org/wiki/Ventricular_tachycardia#Classification,,
NT,non-tender,非招标,https://en.wikipedia.org/wiki/Major_League_Baseball_transactions#Free_agency_and_salary_arbitration,,
NT1,narcolepsy type 1,发作性睡病1型,https://en.wikipedia.org/wiki/NT1,,
NTD,neural tube defect,神经管缺陷,https://en.wikipedia.org/wiki/Neural_tube_defect,,
NTG,nitroglycerin,硝酸甘油,https://en.wikipedia.org/wiki/Nitroglycerin,,
NTM,nontuberculous mycobacteria,非结核分枝杆菌,https://en.wikipedia.org/wiki/Nontuberculous_mycobacteria,,
NVAF,non-valvular atrial fibrillation,非瓣膜性房颤,https://en.wikipedia.org/wiki/Atrial_fibrillation,,
NW,normal weight,正常体重,https://en.wikipedia.org/wiki/Body_mass_index,,
NWB,non-weight bearing,非承重,https://en.wikipedia.org/wiki/NWB,,
NX,Regional lymph node stage - Cancer in nearby lymph nodes cannot be measured,局部淋巴结分期-无法测量附近淋巴结中的癌症,https://www.cancer.gov/about-cancer/diagnosis-staging/staging,,
NXG,Necrobiotic xanthogranuloma,坏死性黄原肉芽肿,https://en.wikipedia.org/wiki/Necrobiotic_xanthogranuloma,,
NYHA,New York Heart Association,纽约心脏协会,https://en.wikipedia.org/wiki/New_York_Heart_Association_Functional_Classification,,
Na,sodium,钠,https://en.wikipedia.org/wiki/Sodium,,
nAMD,neovascular age-related macular degeneration,新血管性年龄相关性黄斑变性,https://en.wikipedia.org/wiki/NAMD,,
nCoV,Novel Coronavirus,新型冠状病毒,https://en.wikipedia.org/wiki/Novel_coronavirus,,
nl,normal,正常,https://en.wikipedia.org/wiki/Normal,,
nmCRPC,non-metastatic castration-resistant prostate cancer,非转移性去势抵抗性前列腺癌,,,
