Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
SR,sustained release,持续释放,https://en.wikipedia.org/wiki/Modified-release_dosage,,
SRAAA,Suprarenal Abdominal Aortic Aneurysm,肾上腹主动脉瘤,,,
SRBD,sleep related breathing disorders,睡眠相关的呼吸障碍,https://en.wikipedia.org/wiki/Samsung_Electronics,,
SROM,spontaneous rupture of membranes,膜自发性破裂,https://en.wikipedia.org/wiki/Rupture_of_membranes,,
SRP,signal recognition peptide,信号识别肽,https://en.wikipedia.org/wiki/SRP,,
SRS,stereotactic radiosurgery,立体定向放射外科,https://en.wikipedia.org/wiki/Stereotactic_surgery,,
SRT,septal reduction therapy,间隔减少疗法,https://en.wikipedia.org/wiki/SRT,,
SSD,splice-site disruptions,剪接位点破坏,https://en.wikipedia.org/wiki/Solid-state_drive,,
SSED,summary of safety and effectiveness data,安全性和有效性数据摘要,,,
SSEP,spinal somatosensory evoked potential,脊柱体感诱发电位,https://en.wikipedia.org/wiki/SSEP,,
SSI,supplemental security income,补充担保收入,https://en.wikipedia.org/wiki/SSI,,
SSI,surgical site infection,手术部位感染,https://en.wikipedia.org/wiki/Perioperative_mortality#Infection,,
SSIS,Social Skills Improvement System,社会技能提升系统,https://en.wikipedia.org/wiki/SSIS,,
SSNHL,sudden sensorineural hearing loss,突然的感音神经性听力损失,,,
SSPT,spot-scanning proton therapy,点扫描质子治疗,https://en.wikipedia.org/wiki/SSPT,,
SSR,showed sinus rhythm,表现出窦性心律,https://en.wikipedia.org/wiki/SSR,,
SSRI,selective serotonin reuptake inhibitor,选择性5-羟色胺再摄取抑制剂,https://en.wikipedia.org/wiki/Selective_serotonin_reuptake_inhibitor,,
SSTI,skin and soft tissue infection,皮肤和软组织感染,https://en.wikipedia.org/wiki/Skin_and_skin_structure_infection,,
SSZ,sulfasalazine,柳氮磺吡啶,https://en.wikipedia.org/wiki/Sulfasalazine,,
ST,stent thrombosis,支架血栓形成,https://en.wikipedia.org/wiki/ST,,
STAT,signal transducer and activator of transcription,信号转导子和转录激活子,https://en.wikipedia.org/wiki/STAT,,
STD,sexually transmitted disease,性病,https://en.wikipedia.org/wiki/Sexually_transmitted_infection,,
STEC,Shiga toxin–producing E. coli,产生志贺毒素的大肠杆菌,https://en.wikipedia.org/wiki/Stec,,
STEMI,ST elevation myocardial infarction,ST抬高型心肌梗死,https://en.wikipedia.org/wiki/Myocardial_infarction#STEMI,,
STI,sexuallty transmitted infection,性传播感染,https://en.wikipedia.org/wiki/STI,,
STOPAH,Steroids or Pentoxifylline for Alcoholic Hepatitis,类固醇或己酮可可碱治疗酒精性肝炎,,,
STRN,Soft tissue radionecrosis,软组织放射性坏死,https://en.wikipedia.org/wiki/STRN,,
STS,Society of Thoracic Surgeons,胸外科医师学会,https://en.wikipedia.org/wiki/Society_of_Thoracic_Surgeons,,
STS,soft tissue sarcoma,软组织肉瘤,https://en.wikipedia.org/wiki/Soft-tissue_sarcoma,,
STSG,Split Thickness Skin Graft,分割厚度的植皮,https://en.wikipedia.org/wiki/Skin_grafting,,
SUD,substance use disorder,物质使用障碍,https://en.wikipedia.org/wiki/Substance_use_disorder,,
SUVmax,Maximum Standard Uptake Value,最大标准摄取值,,,
SVC,superior vena cava,上腔静脉,https://en.wikipedia.org/wiki/Superior_vena_cava,,
SVD,single vessel disease,单支血管疾病,https://en.wikipedia.org/wiki/SVD,,
SVD,small-vessel disease,小血管疾病,https://en.wikipedia.org/wiki/SVD,,
SVD,spontaneous vaginal delivery,自发阴道分娩,https://en.wikipedia.org/wiki/Vaginal_delivery,,
SVG,saphenous vein graft,隐静脉移植,https://en.wikipedia.org/wiki/Great_saphenous_vein,,
SVR,sustained virologic response,持续的病毒学应答,https://en.wikipedia.org/wiki/SVR,,
SVT,supraventricular tachycardia,室上性心动过速,https://en.wikipedia.org/wiki/Supraventricular_tachycardia,,
SW,social work,社会工作,https://en.wikipedia.org/wiki/Social_work,,
SW,stab wound,刀伤,https://en.wikipedia.org/wiki/Stab_wound,,
SWI,Susceptibility Weighted Imaging,磁化率加权成像,https://en.wikipedia.org/wiki/Susceptibility_weighted_imaging,,
SWS,Sturge–Weber syndrome,斯特奇-韦伯综合征,https://en.wikipedia.org/wiki/Sturge%E2%80%93Weber_syndrome,,
SaO2,arterial oxygen saturation,动脉血氧饱和度,https://en.wikipedia.org/wiki/Oxygen_saturation,,
SpO2,pulse oximetry,脉搏血氧仪,https://en.wikipedia.org/wiki/Pulse_oximetry,,
Sx,symptoms,症状,https://en.wikipedia.org/wiki/Symptom,,
sAb,surface antibody,表面抗体,,,
sAg,surface antigen,表面抗原,,,
sEMG,surface electromyography,表面肌电图,https://en.wikipedia.org/wiki/Electromyography,,
sat,saturation,饱和,https://en.wikipedia.org/wiki/Saturation,,
siRNA,small interfering RNA,小干扰RNA,https://en.wikipedia.org/wiki/Small_interfering_RNA,,
