Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
DOAC,directly acting oral anticoagulants,抗凝剂,https://en.wikipedia.org/wiki/Anticoagulant#Directly_acting_oral_anticoagulants,,
DOB,date of birth,生日,https://en.wikipedia.org/wiki/Birthday,,
DOC,deoxycorticosterone,脱氧皮质酮,https://en.wikipedia.org/wiki/Deoxycorticosterone,,
DOE,dyspnea on exertion,呼吸困难,https://en.wikipedia.org/wiki/Shortness_of_breath,,
DOS,date of service,服务日期,,,
DOT,directly observed therapy,直接观察疗法,"https://en.wikipedia.org/wiki/Directly_observed_treatment,_short-course",,
DP,Dorsalis pedis,足背,https://en.wikipedia.org/wiki/Dorsalis_pedis_artery,,
DP,double prong,双叉,,,
DPD,dihydropyrimidine dehydrogenase,二氢嘧啶脱氢酶,https://en.wikipedia.org/wiki/Dihydropyrimidine_dehydrogenase_(NADP%2B),,
DPP4,Dipeptidyl Peptidase-4,二肽基肽酶4,,,
DQ,developmental quotient,发展商,https://en.wikipedia.org/wiki/Developmental_disability#developmental_quotient,,
DRE,digital rectal exam,直肠指检,https://en.wikipedia.org/wiki/Rectal_examination,,
DRESS,drug rash with eosinophilia and systemic symptoms,皮疹伴嗜酸性粒细胞增多和全身症状,https://en.wikipedia.org/wiki/Drug_reaction_with_eosinophilia_and_systemic_symptoms,,
DRG,diagnosis-related group,诊断相关组,https://en.wikipedia.org/wiki/Diagnosis-related_group,,
DRG,dorsal root ganglion,背根神经节,https://en.wikipedia.org/wiki/Dorsal_root_ganglion,,
DS,Down syndrome,唐氏综合征,https://en.wikipedia.org/wiki/Down_syndrome,,
DS,duodenal switch,十二指肠开关,https://en.wikipedia.org/wiki/Duodenal_switch,,
DSA,Digital Subtraction Angiography,数字减影血管造影,,,
DSA,donor-specific antibodies,供体特异性抗体,https://en.wikipedia.org/wiki/Donor-specific_antibody,,
DSB,double-strand break,DNA修复,https://en.wikipedia.org/wiki/DNA_repair#Double-strand_breaks,,
DSD,dynamic stabilization device,动态稳定装置,,,
DSM,Diagnostic and Statistical Manual of Mental Disorders,精神疾病诊断与统计手册,https://en.wikipedia.org/wiki/Diagnostic_and_Statistical_Manual_of_Mental_Disorders,,
DSWI,deep sternal wound infection,深胸骨伤口感染,,,
DT,delirium tremens,震颤性谵妄,https://en.wikipedia.org/wiki/Delirium_tremens,,
DTP,"diphtheria, tetanus, pertussis",白喉，破伤风，百日咳,,,
DTR,deep tendon reflexes,深层肌腱反射,https://en.wikipedia.org/wiki/Stretch_reflex,,
DUS,Duplex Ultrasonography,双工超声,,,
DVIU,Direct Visual Internal Urethrotomy,直接视觉内部尿道切开术,https://en.wikipedia.org/wiki/Urethrotomy,,
DVR,Double Valve Replacement,双阀更换,,,
DVS,double-V scrotoplasty,双V型阴囊成形术,,,
DVT,deep venous thrombosis,深静脉血栓,https://en.wikipedia.org/wiki/Deep_vein_thrombosis,,
DZ,disease,疾病,https://en.wikipedia.org/wiki/Disease,,
d/c,discontinue,中止,,,
dB,decibel,分贝,https://en.wikipedia.org/wiki/Decibel,,
dL,deciliter,升,https://en.wikipedia.org/wiki/Litre#SI_prefixes_applied_to_the_litre,,
dPCR,digital polymerase chain reaction,数字聚合酶链反应,https://en.wikipedia.org/wiki/Digital_polymerase_chain_reaction,,
dTMS,Deep Transcranial Magnetic Stimulation,经颅深部磁刺激,,,
dsDNA,double-stranded DNA,脱氧核糖核酸,https://en.wikipedia.org/wiki/DNA,,
