Abbreviation,Meaning,Translation,Wikipedia,Subject,Verified
CIM,critical illness myopathy,重症肌病,https://en.wikipedia.org/wiki/Critical_illness_polyneuropathy,,
CIN,Contrast Induced Nephropathy,造影剂肾病,,,
CIN,cervical intraepithelial neoplasia,宫颈上皮内瘤样病变,https://en.wikipedia.org/wiki/Cervical_intraepithelial_neoplasia,,
CIS,carcinoma in situ,原位癌,https://en.wikipedia.org/wiki/Carcinoma_in_situ,,
CIWA,Clinical Institute Withdrawal Assessment,临床研究所退出评估,https://en.wikipedia.org/wiki/Clinical_Institute_Withdrawal_Assessment_for_Alcohol,,
CK,creatine kinase,肌酸激酶,https://en.wikipedia.org/wiki/Creatine_kinase,,
CK18,Cytokeratin 18 Fragments,细胞角蛋白18片段,,,
CKD,chronic kidney disease,慢性肾脏病,https://en.wikipedia.org/wiki/Chronic_kidney_disease,,
CKI,cyclin-dependent kinase inhibitor,细胞周期蛋白依赖性激酶抑制剂,https://en.wikipedia.org/wiki/Cyclin-dependent_kinase_inhibitor_protein,,
CKIδ,casein kinase 1 delta,酪蛋白激酶1δ,,,
CKMB,creatine kinase isoenzyme MB,肌酸激酶同工酶,,,
CLBP,chronic low back pain,慢性腰痛,,,
CLIA,Clinical Laboratory Improvement Amendments,临床实验室改进修正案,https://en.wikipedia.org/wiki/Clinical_Laboratory_Improvement_Amendments,,
CLL,chronic lymphocytic leukemia,B细胞慢性淋巴细胞白血病,https://en.wikipedia.org/wiki/Chronic_lymphocytic_leukemia,,
CLND,complete lymph node dissection ,淋巴结清扫,,,
CM,Chiari malformation,下疝畸形,https://en.wikipedia.org/wiki/Chiari_malformation,,
CM,cardiomegaly,心脏肥大,https://en.wikipedia.org/wiki/Cardiomegaly,,
CM,cardiomyopathy,心肌症,https://en.wikipedia.org/wiki/Cardiomyopathy,,
CM,cell membrane,细胞膜,https://en.wikipedia.org/wiki/Cell_membrane,,
CM,chronic migraine,偏头痛,https://en.wikipedia.org/wiki/Migraine,,
CM-AVM,capillary malformation–ateriovenous malformation syndrome,毛细血管畸形-动静脉畸形综合征,,,
CMA,chromosomal microarray analysis,比较基因组杂交,https://en.wikipedia.org/wiki/Comparative_genomic_hybridization#Array-CGH,,
CMAP,compound muscle action potential,复合肌肉动作电位,https://en.wikipedia.org/wiki/Compound_muscle_action_potential,,
CMB,cerebral microbleed,脑微出血,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6428007/,Neurology,Y
CML,chronic myelogenous leukemia,慢性粒细胞性白血病,https://en.wikipedia.org/wiki/Chronic_myelogenous_leukemia,,Y
CML,chronic myeloid leukemia,慢性粒细胞性白血病,https://en.wikipedia.org/wiki/Chronic_myelogenous_leukemia,,Y
CMP,cardiomyopathy,心肌症,https://en.wikipedia.org/wiki/Cardiomyopathy,,
CMP,comprehensive metabolic panel,综合代谢小组,https://en.wikipedia.org/wiki/Comprehensive_metabolic_panel,,
CMPA,cow’s milk protein allergy,牛奶蛋白过敏,,,
CMR,cardiac magnetic resonance,心血管磁共振成像,https://en.wikipedia.org/wiki/Cardiac_magnetic_resonance_imaging,,
CMS,Centers for Medicare & Medicaid Services,医疗保险和医疗补助服务中心,https://en.wikipedia.org/wiki/Centers_for_Medicare_%26_Medicaid_Services,,
CMT,cervical motion tenderness,宫颈举痛,https://en.wikipedia.org/wiki/Cervical_motion_tenderness,,
CMV,continuous mandatory ventilation,持续强制通风,https://en.wikipedia.org/wiki/Continuous_mandatory_ventilation,,
CMV,cytomegalovirus,巨细胞病毒,https://en.wikipedia.org/wiki/Cytomegalovirus,,
CN,cranial nerve,脑神经,https://en.wikipedia.org/wiki/Cranial_nerves,,
CN,cytogenetically normal,细胞遗传学正常,,,
CNA,copy number alteration,副本编号变更,,,
CNS,central nervous system,中枢神经系统,https://en.wikipedia.org/wiki/Central_nervous_system,,
CNT,carbon nanotube,碳纳米管,https://en.wikipedia.org/wiki/Carbon_nanotube,,
CNV,choroidal neovascularization,脉络膜新生血管,https://en.wikipedia.org/wiki/Choroidal_neovascularization,,
CNV,copy number variant,副本编号变体,https://en.wikipedia.org/wiki/Copy-number_variation,,
CO,carbon monoxide,一氧化碳,https://en.wikipedia.org/wiki/Carbon_monoxide,,
CO,cardiac output,心输出量,https://en.wikipedia.org/wiki/Cardiac_output,,
CO2,carbon dioxide,二氧化碳,https://en.wikipedia.org/wiki/Carbon_dioxide,,
COC,certificate of coverage,承保证明,,,
COLD,chronic obstructive lung disease,慢性阻塞性肺病,https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease,,
COM,Chronic Otitis Media,慢性中耳炎,,,
COME,Chronic Otitis Media With Effusion,慢性中耳炎伴积液,,,
COMT,catechol-O-methyltransferase,儿茶酚-O-甲基转移酶,https://en.wikipedia.org/wiki/Catechol-O-methyltransferase,,
COOG,Collaborative Ocular Oncology Group,眼科协作小组,,,
COPD,chronic obstructive pulmonary disease,慢性阻塞性肺病,https://en.wikipedia.org/wiki/Chronic_obstructive_pulmonary_disease,,
COS,controlled ovarian stimulation,控制性卵巢刺激,https://en.wikipedia.org/wiki/Controlled_ovarian_hyperstimulation,,
COVID-19,Coronavirus disease 2019,2019冠状病毒病,https://en.wikipedia.org/wiki/Coronavirus_disease_2019,,
COWS,clinical opiate withdrawal scale,临床鸦片戒断量表,,,
COX-2,cyclooxygenase 2 inhibitors,环氧合酶,https://en.wikipedia.org/wiki/Cyclooxygenase,,
CP,cerebral palsy,脑麻痹,https://en.wikipedia.org/wiki/Cerebral_palsy,,
CP,chest pain,胸痛,https://en.wikipedia.org/wiki/Chest_pain,,
CP,cleft palate,唇颚裂,https://en.wikipedia.org/wiki/Cleft_lip_and_cleft_palate#Cleft_palate,,
CPAP,continuous positive airway pressure,持续性正压呼吸器,https://en.wikipedia.org/wiki/Continuous_positive_airway_pressure,,
CPE,cytopathic effect,细胞病变作用,https://en.wikipedia.org/wiki/Cytopathic_effect,,
CPG,Clinical Practice Guideline,临床实践指南,,,
CPHSS,Cincinnati Prehospital Stroke Scale,辛辛那提院前卒中量表,https://en.wikipedia.org/wiki/Cincinnati_Prehospital_Stroke_Scale,,
CPK,creatine phosphokinase,肌酸激酶,https://en.wikipedia.org/wiki/Creatine_kinase,,
CPM,continuous passive motion,连续被动运动,https://en.wikipedia.org/wiki/Continuous_passive_motion,,
CPNB,continuous peripheral nerve block,连续性周围神经阻滞,https://en.wikipedia.org/wiki/Nerve_block,,
CPP,central precocious puberty,中央性早熟,https://en.wikipedia.org/wiki/Precocious_puberty#Central,,
CPP,cerebral perfusion pressure,脑灌注压,https://en.wikipedia.org/wiki/Cerebral_perfusion_pressure,,
CPP,chronic pelvic pain,慢性骨盆痛,https://en.wikipedia.org/wiki/Pelvic_pain,,
CPR,cardiopulmonary resuscitation,心肺复苏,https://en.wikipedia.org/wiki/Cardiopulmonary_resuscitation,,
CPS,child protective services,儿童保护服务,https://en.wikipedia.org/wiki/Child_Protective_Services,,
CPT,Child‐Pugh‐Turcotte,Child-Pugh-Turcotte,,,
CPT,Current Procedural Terminology,当前的程序术语,https://en.wikipedia.org/wiki/Current_Procedural_Terminology,,
CPT,chest physiotherapy,胸部理疗,https://en.wikipedia.org/wiki/Chest_physiotherapy,,
CR,clinical response,临床反应,,,
CR,complete response,完整回应,https://en.wikipedia.org/wiki/Clinical_endpoint,,
CRBBB,complete right bundle branch block,完全右束支传导阻滞,,,
CRF,chronic renal failure,慢性肾脏病,https://en.wikipedia.org/wiki/Chronic_kidney_disease,,
CRISA,catheterization risk in adult patients,成年患者的导管插入风险,,,
CRISPR,clustered regularly interspaced short palindromic repeats,CRISPR,https://en.wikipedia.org/wiki/CRISPR,,
CRM,cardiac rhythm management,心律失常,https://en.wikipedia.org/wiki/Arrhythmia#Management,,
CRP,C-reactive protein,C反应蛋白,https://en.wikipedia.org/wiki/C-reactive_protein,,
CRPS,complex regional pain syndrome,复杂性局部疼痛综合症,https://en.wikipedia.org/wiki/Complex_regional_pain_syndrome,,
CRRT,continuous renal replacement therapy,连续性肾脏替代治疗,https://en.wikipedia.org/wiki/Hemofiltration,,
CRS,chronic rhinosinusitis,鼻窦炎,https://en.wikipedia.org/wiki/Sinusitis,,
CRST,Clinical Rating Scale for Tremor,震颤临床评估量表,,,
CRSsNP,chronic rhinosinusitis without nasal polyps,无鼻息肉的慢性鼻-鼻窦炎,,,
CRSwNP,chronic rhinosinusitis with nasal polyps,慢性鼻-鼻窦炎伴鼻息肉,,,
CRT,cardiac resynchronization therapy,心脏再同步治疗,https://en.wikipedia.org/wiki/Cardiac_resynchronization_therapy,,
CS,Costello syndrome,先天性水痘症候群,https://en.wikipedia.org/wiki/Costello_syndrome,,
CS-IMRT,carotid-sparing intensity-modulated radiotherapy,颈动脉保留强度调制放疗,,,
CSD,cortical spreading depression,皮质扩散性凹陷,https://en.wikipedia.org/wiki/Cortical_spreading_depression,,
CSF,cerebrospinal fluid,脑脊液,https://en.wikipedia.org/wiki/Cerebrospinal_fluid,,
CSS,cancer-specific survival,癌症特异性生存,,,
CT,computerized tomography,X射线计算机断层成像,https://en.wikipedia.org/wiki/CT_scan,,
CTA,Computed Tomographic Angiography,计算机体层摄影血管造影,,,
CTA,clear to auscultation,听诊清楚,,,
CTC,circulating tumor cell,外周循环肿瘤细胞,https://en.wikipedia.org/wiki/Circulating_tumor_cell,,
CTG,cardiotocography,心动图,https://en.wikipedia.org/wiki/Cardiotocography,,
CTO,chronic total occlusion,冠状动脉疾病,https://en.wikipedia.org/wiki/Coronary_artery_disease#CTO,,
CTO,coronary total occlusion,冠状动脉完全闭塞,,,
CTPA,CT pulmonary angiography,CT肺血管造影,https://en.wikipedia.org/wiki/CT_pulmonary_angiogram,,
CTR,chest tube removal,胸管摘除,,,
CTS,carpal tunnel syndrome,腕隧道综合征,https://en.wikipedia.org/wiki/Carpal_tunnel_syndrome,,
CTV,CT venogram,CT静脉造影,,,
CTV,clinical target volume,临床目标量,,,
CTX,corticosteroids,皮质类固醇,https://en.wikipedia.org/wiki/Corticosteroid,,
CURB-65,"confusion, BUN, respiration rate, BP, Age 65+",混乱，BUN，呼吸频率，血压，65岁以上,,,
CV,cardiovascular,循环系统,https://en.wikipedia.org/wiki/Circulatory_system,,
CVA,cerebrovascular accident,中风,https://en.wikipedia.org/wiki/Stroke,,
CVA,costovertebral angle,肋椎角度,https://en.wikipedia.org/wiki/Costovertebral_angle,,
CVAT,costovertebral angle tenderness,肋椎角压痛,https://en.wikipedia.org/wiki/Costovertebral_angle_tenderness,,
CVC,central venous catheter,中心静脉导管,https://en.wikipedia.org/wiki/Central_venous_catheter,,
CVICU,Cardiovascular Intensive Care Unit,心血管重症监护室,,,
CVID,common variable immunodeficiency,共同可变免疫缺陷,https://en.wikipedia.org/wiki/Common_variable_immunodeficiency,,
CVP,central venous pressure,中心静脉压,https://en.wikipedia.org/wiki/Central_venous_pressure,,
CVS,cardiovascular system,循环系统,https://en.wikipedia.org/wiki/Circulatory_system#Cardiovascular_system,,
CVS,chorionic villus sampling,绒毛取样术,https://en.wikipedia.org/wiki/Chorionic_villus_sampling,,
CXL,collagen crosslinking,胶原交联,,,
CXR,chest x-ray,胸部X光,https://en.wikipedia.org/wiki/Chest_radiograph,,
CYP,cytochrome P450,细胞色素P450,https://en.wikipedia.org/wiki/Cytochrome_P450,,
CYS,Child & Youth Services,儿童与青少年服务,,,
CZP,certolizumab pegol,塞妥珠单抗聚乙二醇,https://en.wikipedia.org/wiki/Certolizumab_pegol,,
CaCO3,calcium carbonate,碳酸钙,https://en.wikipedia.org/wiki/Calcium_carbonate,,
China CDC,Chinese Center for Disease Control and Prevention,中国疾病预防控制中心,https://en.wikipedia.org/wiki/Chinese_Center_for_Disease_Control_and_Prevention,,
Cl,chloride,氯化物,https://en.wikipedia.org/wiki/Chloride,,
CoV,Coronavirus,冠状病毒,https://en.wikipedia.org/wiki/Coronavirus,,
Cr,Creatinine,肌酸酐,https://en.wikipedia.org/wiki/Creatinine,,
CrCl,Creatinine Clearance,肌酐清除率,,,
Cx,culture,文化,https://en.wikipedia.org/wiki/Culture,,
c/w,consistent with,是一致的,,,
cAMP,cyclic adenosine monophosphate,环腺苷酸,https://en.wikipedia.org/wiki/Cyclic_adenosine_monophosphate,,
cAb,core antibody,核心抗体,,,
cDNA,complementary DNA,互补脱氧核糖核酸,https://en.wikipedia.org/wiki/Complementary_DNA,,
cDNA-AFLP,cDNA-amplified restriction fragment–length polymorphism,cDNA扩增的限制性片段长度多态性,,,
cSNP,coding single-nucleotide polymorphism,编码单核苷酸多态性,,,
ce-CMR,contrast-enhanced cardiac magnetic resonance,对比增强心脏磁共振,,,
cfDNA,cell-free DNA,无细胞DNA,https://en.wikipedia.org/wiki/Cell-free_DNA,,
chEVAR,chimney endovascular aneurysm repair,烟囱血管内动脉瘤修复,,,
